LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0002988,blk_640780746,2024-01-01 04:08:58,ERROR,server-02,mysqld,31462,Disk I/O error on /dev/sda1,2024-01-01 04:08:58 ERROR [server-02] mysqld[31462]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0002989,blk_680160336,2024-01-01 04:09:02,DEBUG,web-02,java-app,3312,Network throughput normal,2024-01-01 04:09:02 DEBUG [web-02] java-app[3312]: Network throughput normal,Normal,0
LOG0002990,blk_737179561,2024-01-01 04:09:05,ERROR,web-02,mysqld,4627,TCP retransmit storm detected,2024-01-01 04:09:05 ERROR [web-02] mysqld[4627]: TCP retransmit storm detected,Network Issue,1
LOG0002991,blk_652692422,2024-01-01 04:09:12,DEBUG,server-02,sshd,13784,Scheduled job completed,2024-01-01 04:09:12 DEBUG [server-02] sshd[13784]: Scheduled job completed,Normal,0
LOG0002992,blk_277744887,2024-01-01 04:09:17,INFO,app-server,kernel,10131,Health check OK all services running,2024-01-01 04:09:17 INFO [app-server] kernel[10131]: Health check OK all services running,Normal,0
LOG0002993,blk_781313788,2024-01-01 04:09:24,DEBUG,cache-01,cron,65525,Cache refresh completed,2024-01-01 04:09:24 DEBUG [cache-01] cron[65525]: Cache refresh completed,Normal,0
LOG0002994,blk_476557643,2024-01-01 04:09:29,INFO,db-replica,java-app,17835,Cache refresh completed,2024-01-01 04:09:29 INFO [db-replica] java-app[17835]: Cache refresh completed,Normal,0
LOG0002995,blk_405165327,2024-01-01 04:09:31,WARN,web-02,nginx,29523,Network throughput normal,2024-01-01 04:09:31 WARN [web-02] nginx[29523]: Network throughput normal,Normal,0
LOG0002996,blk_800605211,2024-01-01 04:09:36,WARN,web-01,mysqld,18989,User login successful,2024-01-01 04:09:36 WARN [web-01] mysqld[18989]: User login successful,Normal,0
LOG0002997,blk_407081957,2024-01-01 04:09:44,ERROR,server-01,network-manager,24906,Memory usage exceeded 95 percent,2024-01-01 04:09:44 ERROR [server-01] network-manager[24906]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0002998,blk_169218884,2024-01-01 04:09:49,DEBUG,db-primary,sshd,1315,User login successful,2024-01-01 04:09:49 DEBUG [db-primary] sshd[1315]: User login successful,Normal,0
LOG0002999,blk_269192641,2024-01-01 04:09:51,INFO,db-replica,network-manager,26978,Scheduled job completed,2024-01-01 04:09:51 INFO [db-replica] network-manager[26978]: Scheduled job completed,Normal,0
LOG0003000,blk_149369261,2024-01-01 04:09:57,WARN,db-replica,systemd,34042,Health check OK all services running,2024-01-01 04:09:57 WARN [db-replica] systemd[34042]: Health check OK all services running,Normal,0
LOG0003001,blk_659477858,2024-01-01 04:10:02,DEBUG,db-replica,nginx,46563,Config reload successful,2024-01-01 04:10:02 DEBUG [db-replica] nginx[46563]: Config reload successful,Normal,0
LOG0003002,blk_974010898,2024-01-01 04:10:05,ERROR,db-replica,sshd,6945,GC overhead limit exceeded,2024-01-01 04:10:05 ERROR [db-replica] sshd[6945]: GC overhead limit exceeded,Memory Overflow,1
LOG0003003,blk_489868501,2024-01-01 04:10:12,ERROR,app-server,kernel,38947,Packet loss 40 percent on eth0,2024-01-01 04:10:12 ERROR [app-server] kernel[38947]: Packet loss 40 percent on eth0,Network Issue,1
LOG0003004,blk_310277002,2024-01-01 04:10:15,DEBUG,db-primary,cron,60025,Backup completed successfully,2024-01-01 04:10:15 DEBUG [db-primary] cron[60025]: Backup completed successfully,Normal,0
LOG0003005,blk_905840829,2024-01-01 04:10:22,INFO,web-02,network-manager,2208,Scheduled job completed,2024-01-01 04:10:22 INFO [web-02] network-manager[2208]: Scheduled job completed,Normal,0
LOG0003006,blk_854998439,2024-01-01 04:10:27,INFO,server-02,nginx,25582,API request processed 200 OK,2024-01-01 04:10:27 INFO [server-02] nginx[25582]: API request processed 200 OK,Normal,0
LOG0003007,blk_451797602,2024-01-01 04:10:30,INFO,db-primary,systemd,14782,Scheduled job completed,2024-01-01 04:10:30 INFO [db-primary] systemd[14782]: Scheduled job completed,Normal,0
LOG0003008,blk_395199292,2024-01-01 04:10:39,ERROR,cache-01,sshd,54553,Disk I/O error on /dev/sda1,2024-01-01 04:10:39 ERROR [cache-01] sshd[54553]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0003009,blk_615120273,2024-01-01 04:10:43,WARN,cache-01,kernel,30869,Memory usage normal 45 percent,2024-01-01 04:10:43 WARN [cache-01] kernel[30869]: Memory usage normal 45 percent,Normal,0
LOG0003010,blk_984586879,2024-01-01 04:10:47,INFO,web-01,nginx,27824,Scheduled job completed,2024-01-01 04:10:47 INFO [web-01] nginx[27824]: Scheduled job completed,Normal,0
LOG0003011,blk_563788346,2024-01-01 04:10:52,INFO,server-01,sshd,15927,Backup completed successfully,2024-01-01 04:10:52 INFO [server-01] sshd[15927]: Backup completed successfully,Normal,0
LOG0003012,blk_804463455,2024-01-01 04:10:59,INFO,web-01,network-manager,26534,Config reload successful,2024-01-01 04:10:59 INFO [web-01] network-manager[26534]: Config reload successful,Normal,0
LOG0003013,blk_209360189,2024-01-01 04:11:03,WARN,server-01,mysqld,10983,Backup completed successfully,2024-01-01 04:11:03 WARN [server-01] mysqld[10983]: Backup completed successfully,Normal,0
LOG0003014,blk_892848300,2024-01-01 04:11:07,ERROR,web-02,mysqld,23719,Thread pool exhausted all workers busy,2024-01-01 04:11:07 ERROR [web-02] mysqld[23719]: Thread pool exhausted all workers busy,Application Crash,1
LOG0003015,blk_526395323,2024-01-01 04:11:12,INFO,server-01,java-app,6985,Health check OK all services running,2024-01-01 04:11:12 INFO [server-01] java-app[6985]: Health check OK all services running,Normal,0
LOG0003016,blk_809530279,2024-01-01 04:11:15,INFO,server-01,kernel,16174,Health check OK all services running,2024-01-01 04:11:15 INFO [server-01] kernel[16174]: Health check OK all services running,Normal,0
LOG0003017,blk_914797487,2024-01-01 04:11:23,INFO,db-primary,systemd,9397,Network throughput normal,2024-01-01 04:11:23 INFO [db-primary] systemd[9397]: Network throughput normal,Normal,0
LOG0003018,blk_914863328,2024-01-01 04:11:29,INFO,cache-01,network-manager,49097,API request processed 200 OK,2024-01-01 04:11:29 INFO [cache-01] network-manager[49097]: API request processed 200 OK,Normal,0
LOG0003019,blk_535284943,2024-01-01 04:11:30,INFO,db-replica,nginx,49957,Cache refresh completed,2024-01-01 04:11:30 INFO [db-replica] nginx[49957]: Cache refresh completed,Normal,0
LOG0003020,blk_213171251,2024-01-01 04:11:39,INFO,web-01,nginx,51880,Backup completed successfully,2024-01-01 04:11:39 INFO [web-01] nginx[51880]: Backup completed successfully,Normal,0
LOG0003021,blk_976657007,2024-01-01 04:11:44,INFO,server-01,sshd,26368,Health check OK all services running,2024-01-01 04:11:44 INFO [server-01] sshd[26368]: Health check OK all services running,Normal,0
LOG0003022,blk_126786874,2024-01-01 04:11:48,INFO,web-01,systemd,40262,Backup completed successfully,2024-01-01 04:11:48 INFO [web-01] systemd[40262]: Backup completed successfully,Normal,0
LOG0003023,blk_857349202,2024-01-01 04:11:51,DEBUG,server-02,kernel,53749,Scheduled job completed,2024-01-01 04:11:51 DEBUG [server-02] kernel[53749]: Scheduled job completed,Normal,0
LOG0003024,blk_405096298,2024-01-01 04:11:57,WARN,server-01,systemd,16849,Backup completed successfully,2024-01-01 04:11:57 WARN [server-01] systemd[16849]: Backup completed successfully,Normal,0
LOG0003025,blk_823012192,2024-01-01 04:12:00,DEBUG,db-primary,cron,13464,User login successful,2024-01-01 04:12:00 DEBUG [db-primary] cron[13464]: User login successful,Normal,0
LOG0003026,blk_370266048,2024-01-01 04:12:09,INFO,cache-01,sshd,59754,Health check OK all services running,2024-01-01 04:12:09 INFO [cache-01] sshd[59754]: Health check OK all services running,Normal,0
LOG0003027,blk_791247375,2024-01-01 04:12:10,DEBUG,web-02,kernel,62845,Config reload successful,2024-01-01 04:12:10 DEBUG [web-02] kernel[62845]: Config reload successful,Normal,0
LOG0003028,blk_141457195,2024-01-01 04:12:17,INFO,server-01,mysqld,57159,Cache refresh completed,2024-01-01 04:12:17 INFO [server-01] mysqld[57159]: Cache refresh completed,Normal,0
LOG0003029,blk_593728876,2024-01-01 04:12:20,INFO,web-01,kernel,51223,Config reload successful,2024-01-01 04:12:20 INFO [web-01] kernel[51223]: Config reload successful,Normal,0
LOG0003030,blk_257185236,2024-01-01 04:12:25,INFO,cache-01,nginx,17291,User login successful,2024-01-01 04:12:25 INFO [cache-01] nginx[17291]: User login successful,Normal,0
LOG0003031,blk_834779627,2024-01-01 04:12:30,DEBUG,app-server,systemd,53206,Database query executed in 12ms,2024-01-01 04:12:30 DEBUG [app-server] systemd[53206]: Database query executed in 12ms,Normal,0
LOG0003032,blk_229804261,2024-01-01 04:12:39,ERROR,web-02,systemd,45497,OutOfMemoryError Java heap space,2024-01-01 04:12:39 ERROR [web-02] systemd[45497]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0003033,blk_690050582,2024-01-01 04:12:42,INFO,db-replica,kernel,54679,Scheduled job completed,2024-01-01 04:12:42 INFO [db-replica] kernel[54679]: Scheduled job completed,Normal,0
LOG0003034,blk_258695644,2024-01-01 04:12:48,INFO,web-02,nginx,34494,Cache refresh completed,2024-01-01 04:12:48 INFO [web-02] nginx[34494]: Cache refresh completed,Normal,0
LOG0003035,blk_682126668,2024-01-01 04:12:54,WARN,server-01,mysqld,30264,User login successful,2024-01-01 04:12:54 WARN [server-01] mysqld[30264]: User login successful,Normal,0
LOG0003036,blk_163528795,2024-01-01 04:12:58,DEBUG,web-02,network-manager,56728,Memory usage normal 45 percent,2024-01-01 04:12:58 DEBUG [web-02] network-manager[56728]: Memory usage normal 45 percent,Normal,0
LOG0003037,blk_499008049,2024-01-01 04:13:03,DEBUG,cache-01,systemd,37300,Cache refresh completed,2024-01-01 04:13:03 DEBUG [cache-01] systemd[37300]: Cache refresh completed,Normal,0
LOG0003038,blk_556194457,2024-01-01 04:13:09,INFO,web-02,systemd,28876,Backup completed successfully,2024-01-01 04:13:09 INFO [web-02] systemd[28876]: Backup completed successfully,Normal,0
LOG0003039,blk_916404089,2024-01-01 04:13:10,INFO,cache-01,java-app,38332,Network throughput normal,2024-01-01 04:13:10 INFO [cache-01] java-app[38332]: Network throughput normal,Normal,0
LOG0003040,blk_626001958,2024-01-01 04:13:19,INFO,app-server,sshd,7745,Config reload successful,2024-01-01 04:13:19 INFO [app-server] sshd[7745]: Config reload successful,Normal,0
LOG0003041,blk_747190391,2024-01-01 04:13:24,INFO,app-server,kernel,46220,Network throughput normal,2024-01-01 04:13:24 INFO [app-server] kernel[46220]: Network throughput normal,Normal,0
LOG0003042,blk_922329103,2024-01-01 04:13:26,INFO,db-replica,nginx,63459,Memory usage normal 45 percent,2024-01-01 04:13:26 INFO [db-replica] nginx[63459]: Memory usage normal 45 percent,Normal,0
LOG0003043,blk_978350481,2024-01-01 04:13:30,WARN,server-01,nginx,3023,Backup completed successfully,2024-01-01 04:13:30 WARN [server-01] nginx[3023]: Backup completed successfully,Normal,0
LOG0003044,blk_357487521,2024-01-01 04:13:39,DEBUG,web-02,network-manager,49708,API request processed 200 OK,2024-01-01 04:13:39 DEBUG [web-02] network-manager[49708]: API request processed 200 OK,Normal,0
LOG0003045,blk_407947323,2024-01-01 04:13:44,INFO,db-primary,sshd,42779,Network throughput normal,2024-01-01 04:13:44 INFO [db-primary] sshd[42779]: Network throughput normal,Normal,0
LOG0003046,blk_969961579,2024-01-01 04:13:45,DEBUG,app-server,systemd,49086,Health check OK all services running,2024-01-01 04:13:45 DEBUG [app-server] systemd[49086]: Health check OK all services running,Normal,0
LOG0003047,blk_503769818,2024-01-01 04:13:54,INFO,web-01,network-manager,16827,User login successful,2024-01-01 04:13:54 INFO [web-01] network-manager[16827]: User login successful,Normal,0
LOG0003048,blk_412946548,2024-01-01 04:13:56,INFO,web-01,kernel,26886,Cache refresh completed,2024-01-01 04:13:56 INFO [web-01] kernel[26886]: Cache refresh completed,Normal,0
LOG0003049,blk_734609556,2024-01-01 04:14:04,ERROR,app-server,sshd,24842,DNS resolution failed for db.internal,2024-01-01 04:14:04 ERROR [app-server] sshd[24842]: DNS resolution failed for db.internal,Network Issue,1
LOG0003050,blk_643499090,2024-01-01 04:14:05,WARN,cache-01,mysqld,3605,API request processed 200 OK,2024-01-01 04:14:05 WARN [cache-01] mysqld[3605]: API request processed 200 OK,Normal,0
LOG0003051,blk_916214325,2024-01-01 04:14:10,DEBUG,web-02,sshd,61113,User login successful,2024-01-01 04:14:10 DEBUG [web-02] sshd[61113]: User login successful,Normal,0
LOG0003052,blk_632952593,2024-01-01 04:14:17,WARN,web-01,sshd,6248,Config reload successful,2024-01-01 04:14:17 WARN [web-01] sshd[6248]: Config reload successful,Normal,0
LOG0003053,blk_348613679,2024-01-01 04:14:21,INFO,db-replica,systemd,37349,Scheduled job completed,2024-01-01 04:14:21 INFO [db-replica] systemd[37349]: Scheduled job completed,Normal,0
LOG0003054,blk_390449461,2024-01-01 04:14:28,ERROR,app-server,cron,22870,TCP retransmit storm detected,2024-01-01 04:14:28 ERROR [app-server] cron[22870]: TCP retransmit storm detected,Network Issue,1
LOG0003055,blk_390188112,2024-01-01 04:14:33,INFO,db-primary,kernel,25507,API request processed 200 OK,2024-01-01 04:14:33 INFO [db-primary] kernel[25507]: API request processed 200 OK,Normal,0
LOG0003056,blk_761117572,2024-01-01 04:14:39,INFO,web-01,network-manager,41386,Cache refresh completed,2024-01-01 04:14:39 INFO [web-01] network-manager[41386]: Cache refresh completed,Normal,0
LOG0003057,blk_435873323,2024-01-01 04:14:40,ERROR,server-01,mysqld,49751,Process killed memory limit reached,2024-01-01 04:14:40 ERROR [server-01] mysqld[49751]: Process killed memory limit reached,Memory Overflow,1
LOG0003058,blk_473706281,2024-01-01 04:14:49,ERROR,server-01,sshd,33219,Database connection pool exhausted,2024-01-01 04:14:49 ERROR [server-01] sshd[33219]: Database connection pool exhausted,Application Crash,1
LOG0003059,blk_972198666,2024-01-01 04:14:50,ERROR,app-server,java-app,15128,Thread pool exhausted all workers busy,2024-01-01 04:14:50 ERROR [app-server] java-app[15128]: Thread pool exhausted all workers busy,Application Crash,1
LOG0003060,blk_612009588,2024-01-01 04:14:58,ERROR,cache-01,cron,1349,SMART error disk health critical,2024-01-01 04:14:58 ERROR [cache-01] cron[1349]: SMART error disk health critical,Disk Failure,1
LOG0003061,blk_381670391,2024-01-01 04:15:00,ERROR,web-02,nginx,34294,High latency 2500ms detected,2024-01-01 04:15:00 ERROR [web-02] nginx[34294]: High latency 2500ms detected,Network Issue,1
LOG0003062,blk_255784221,2024-01-01 04:15:06,INFO,app-server,nginx,23264,User login successful,2024-01-01 04:15:06 INFO [app-server] nginx[23264]: User login successful,Normal,0
LOG0003063,blk_570753197,2024-01-01 04:15:14,INFO,app-server,sshd,57423,Config reload successful,2024-01-01 04:15:14 INFO [app-server] sshd[57423]: Config reload successful,Normal,0
LOG0003064,blk_798278152,2024-01-01 04:15:19,INFO,server-01,systemd,12324,Health check OK all services running,2024-01-01 04:15:19 INFO [server-01] systemd[12324]: Health check OK all services running,Normal,0
LOG0003065,blk_512478972,2024-01-01 04:15:20,DEBUG,server-01,nginx,61104,Backup completed successfully,2024-01-01 04:15:20 DEBUG [server-01] nginx[61104]: Backup completed successfully,Normal,0
LOG0003066,blk_392441357,2024-01-01 04:15:26,INFO,db-primary,kernel,19455,Memory usage normal 45 percent,2024-01-01 04:15:26 INFO [db-primary] kernel[19455]: Memory usage normal 45 percent,Normal,0
LOG0003067,blk_197348534,2024-01-01 04:15:34,DEBUG,cache-01,java-app,4996,Database query executed in 12ms,2024-01-01 04:15:34 DEBUG [cache-01] java-app[4996]: Database query executed in 12ms,Normal,0
LOG0003068,blk_458100699,2024-01-01 04:15:39,INFO,cache-01,mysqld,28160,Backup completed successfully,2024-01-01 04:15:39 INFO [cache-01] mysqld[28160]: Backup completed successfully,Normal,0
LOG0003069,blk_748982548,2024-01-01 04:15:44,ERROR,server-01,sshd,37795,SQL injection pattern detected,2024-01-01 04:15:44 ERROR [server-01] sshd[37795]: SQL injection pattern detected,Security Attack,1
LOG0003070,blk_160879009,2024-01-01 04:15:49,DEBUG,cache-01,cron,19864,API request processed 200 OK,2024-01-01 04:15:49 DEBUG [cache-01] cron[19864]: API request processed 200 OK,Normal,0
LOG0003071,blk_293784070,2024-01-01 04:15:52,DEBUG,server-02,network-manager,17549,Network throughput normal,2024-01-01 04:15:52 DEBUG [server-02] network-manager[17549]: Network throughput normal,Normal,0
LOG0003072,blk_553277251,2024-01-01 04:15:59,INFO,server-01,cron,40943,Cache refresh completed,2024-01-01 04:15:59 INFO [server-01] cron[40943]: Cache refresh completed,Normal,0
LOG0003073,blk_870627577,2024-01-01 04:16:03,INFO,cache-01,java-app,63114,Network throughput normal,2024-01-01 04:16:03 INFO [cache-01] java-app[63114]: Network throughput normal,Normal,0
LOG0003074,blk_706774319,2024-01-01 04:16:08,INFO,web-01,nginx,38160,User login successful,2024-01-01 04:16:08 INFO [web-01] nginx[38160]: User login successful,Normal,0
LOG0003075,blk_561099075,2024-01-01 04:16:12,DEBUG,cache-01,network-manager,50142,Database query executed in 12ms,2024-01-01 04:16:12 DEBUG [cache-01] network-manager[50142]: Database query executed in 12ms,Normal,0
LOG0003076,blk_716084114,2024-01-01 04:16:16,INFO,server-01,cron,35125,Config reload successful,2024-01-01 04:16:16 INFO [server-01] cron[35125]: Config reload successful,Normal,0
LOG0003077,blk_409335150,2024-01-01 04:16:21,INFO,web-01,mysqld,4676,Network throughput normal,2024-01-01 04:16:21 INFO [web-01] mysqld[4676]: Network throughput normal,Normal,0
LOG0003078,blk_210062934,2024-01-01 04:16:29,INFO,cache-01,systemd,25401,API request processed 200 OK,2024-01-01 04:16:29 INFO [cache-01] systemd[25401]: API request processed 200 OK,Normal,0
LOG0003079,blk_555883427,2024-01-01 04:16:34,INFO,app-server,systemd,20483,Network throughput normal,2024-01-01 04:16:34 INFO [app-server] systemd[20483]: Network throughput normal,Normal,0
